product_id,spec_name,spec_value
13,Ổ lưu trữ,"1TB PCIe® 4.0 NVMe™ M.2 SSD (2x slots, upto 2TB SSD)"
13,Card đồ họa,"NVIDIA® GeForce RTX™ 4070 Laptop GPU 8GB GDDR6 (321 AI TOPs)
ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)"
13,Màn hình,"16 inch QHD+ 16:10 (2560 x 1600, WQXGA) 240Hz 3ms, 100% DCI-P3, chống chói, G-Sync, đạt chuẩn Pantone, ROG Nebula Display"
13,Cổng giao tiếp,"1x RJ45 LAN port
1x Thunderbolt™ 4 support DisplayPort™
1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
2x USB 3.2 Gen 2 Type-A
1x HDMI 2.1 FRL
1x 3.5mm Combo Audio Jack"
13,Bàn phím,Backlit Chiclet Keyboard Per-Key RGB
13,Audio,2-speaker system with Smart Amplifier Technology
13,Đọc thẻ nhớ,None
13,Kết nối có dây (LAN),10/100/1000 Mbps
13,Kết nối không dây,Wi-Fi 6E(802.11ax) (Triple band) 2*2
13,Bluetooth,Bluetooth® 5.3 Wireless
13,Webcam,720P HD camera
13,Hệ điều hành,Windows 11 Home
13,Pin,4 Cell 90WHrs
13,Trọng lượng,2.5 kg
13,Màu sắc,Eclipse Gray
13,Kích thước,35.4 x 26.4 x 2.26 ~ 3.04 cm
14,CPU,Intel Core i5-1335U 1.3GHz up to 4.6GHz 12MB
14,RAM,"16GB (2x8GB) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
14,Ổ cứng,512GB NVMe PCIe Gen4 SSD (1 x slots M.2 NVMe PCIe Gen4)
14,Card đồ họa,Intel Iris Xe Graphics
14,Màn hình,"15.6"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB"
14,Cổng giao tiếp,"1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0)
3x Type-A USB3.2 Gen1
1x Micro SD Card Reader
1x HDMI™ (4K @ 30Hz)
1x RJ45
1x Mic-in/Headphone-out Combo Jack"
14,Bàn phím,Single Backlit Keyboard (White)
14,Audio,2x 2W Audio Speaker
14,LAN,Gigabit Ethernet
14,Wifi + Bluetooth,"802.11 ax Wi-Fi 6E, Bluetooth v5.3"
14,Webcam,HD type (30fps@720p)
14,Bảo mật,"Fingerprint Security, Discrete Trusted Platform Module(dTPM) 2.0, Firmware Trusted Platform Module(fTPM) 2.0, Webcam Shutter, Kensington Lock"
14,Pin,3 Cell 46.8 WHr
14,Trọng lượng,1.7 kg
14,Hệ điều hành,Windows 11 Home
14,Màu sắc,Urban Silver
14,Kích thước,358.9 x 235.9 x 19.9 mm
15,CPU,Intel Core i5-13420H 2.1GHz up to 4.6GHz 12MB
15,RAM,"16GB (2 x 8GB) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)"
15,Ổ cứng,"512GB NVMe PCIe SSD Gen3x4 (Còn trống 1x 2.5"" SATA HDD slot)"
15,VGA,"NVIDIA® GeForce RTX™ 2050 4GB UUp to 1170MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost.
AI TOPs: 104 TOPs"
15,Màn hình,"15.6"" FHD (1920 x 1080), 144Hz, IPS-Level, 45% NTSC, 65% sRGB"
15,Cổng giao tiếp,"1x Type-C (USB3.2 Gen1 / DP)
3x Type-A USB3.2 Gen1
1x HDMI™ (4K @ 30Hz)
1x RJ45
1x Mic-in/Headphone-out Combo Jack"
15,Bàn phím,Single Backlit Keyboard (Blue)
15,Audio,2x 2W Speaker
15,Chuẩn LAN,Gigabit Ethernet
15,Chuẩn WIFI,802.11 ax Wi-Fi 6E
15,Bluetooth,v5.3
15,Webcam,HD type (30fps@720p)
15,Hệ điều hành,Windows 11 Home
15,Pin,3-Cell 52.4 Battery (Whr)
15,Trọng lượng,1.86 kg
15,Màu sắc,Cosmos Gray
15,Kích thước,359 x 254 x 21.7 mm
16,CPU,"Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU"
16,RAM,"16GB (16x1) DDR5 5600MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
16,Ổ cứng,1TB NVMe PCIe Gen4x4 SSD (1 x slots M.2 NVMe PCIe Gen4)
16,Card đồ họa,"NVIDIA® GeForce RTX™ 3050 Laptop GPU
Up to 1057.5MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost"
16,Màn hình,"14"" FHD+(1920x1200), 144Hz Refresh Rate, IPS-Level, 100%sRGB(Typical)"
16,Cổng giao tiếp,"1x Type-A USB3.2 Gen2
1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0)
1x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.1)
1x Mic-in/Headphone-out Combo Jac
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)"
16,Bàn phím,Single Backlit Keyboard (White) with Copilot Key
16,Audio,"2x 2W Audio Speaker
Hi-Res Audio Ready, DTS Audio Processing
Spatial Array Microphone (3 Mic)"
16,LAN,Gigabit Ethernet
16,Wifi + Bluetooth,"Intel® Killer™ Wi-Fi 7 BE1750, Bluetooth v5.4"
16,Webcam,"IR FHD type (30fps@1080p) with HDR
3D Noise Reduction+ (3DNR+)"
16,Bảo mật,"Fingerprint Security, Discrete Trusted Platform Module(dTPM) 2.0, Firmware Trusted Platform Module(fTPM) 2.0, Webcam Shutter, Kensington Lock"
16,Pin,4-Cell 90 Whrs
16,Trọng lượng,1.7 kg
16,Hệ điều hành,Windows 11 Home
16,Màu sắc,Stellar Gray
16,Kích thước,313.4 x 246.5 x 18.95 mm
17,CPU,"Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU"
17,RAM,"32GB (16x2) DDR5 5600MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
17,Ổ cứng,1TB NVMe PCIe Gen4x4 SSD (1 x slots M.2 NVMe PCIe Gen4)
17,Card đồ họa,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6 powers advanced AI with 194 AI TOPS
Up to 1605MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost."
17,Màn hình,"14"" 2.8K (2880 x 1800), IPS-Level, 100% DCI-P3(Typical)"
17,Cổng giao tiếp,"1x Type-A USB3.2 Gen2
1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0)
1x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.1)
1x Mic-in/Headphone-out Combo Jac
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)"
17,Bàn phím,Single Backlit Keyboard (White) with Copilot Key
17,Audio,"2x 2W Audio Speaker
Hi-Res Audio Ready, DTS Audio Processing
Spatial Array Microphone (3 Mic)"
17,LAN,Gigabit Ethernet
17,Wifi + Bluetooth,"Intel® Killer™ Wi-Fi 7 BE1750, Bluetooth v5.4"
17,Webcam,"IR FHD type (30fps@1080p) with HDR
3D Noise Reduction+ (3DNR+)"
17,Bảo mật,"Fingerprint Security, Discrete Trusted Platform Module(dTPM) 2.0, Firmware Trusted Platform Module(fTPM) 2.0, Webcam Shutter, Kensington Lock"
17,Pin,4-Cell 90 Whrs
17,Trọng lượng,1.7 kg
17,Hệ điều hành,Windows 11 Home
17,Màu sắc,Stellar Gray
17,Kích thước,313.4 x 246.5 x 18.95 mm
24,CPU,"AMD Ryzen™ 7 6800H (3.2 GHz upto 4.7 GHz, 8 nhân 16 luồng, L2 Cache: 4MB, L3 Cache: 16MB)"
24,Ram,"16GB (2x8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
24,Ổ cứng,"512GB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE, nâng cấp tối đa 2TB)"
24,Card đồ họa,NVIDIA® GeForce RTX™ 3060 with 6 GB of dedicated GDDR6 VRAM
24,Màn hình,"15.6"" FHD (1920 x 1080) IPS 165Hz SlimBezel, 100% sRGB, Acer ComfyViewTM LED-backlit TFT LCD"
24,Cổng giao tiếp," 2 x USB 3.2 Gen 2 ports with one featuring power-off USB charging
1 x USB 3.2 Gen 1 port
1 x USB Type-C™ port: USB 3.2 Gen 2 (up to 10 Gbps)
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• USB charging 5 V; 3 A
• DC-in port 20 V; 100 W
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x DC-in jack for AC adapter
1 x Ethernet (RJ-45) port
1 x HDMI®2.1 port with HDCP support
(Notes: HDMI2.1: Support 4K 120Hz HDR, 8K 60Hz HDR, VRR, G-sync
compatible external monitor)"
24,Audio,"DTS® X:Ultra Audio, Acer TrueHarmony™"
24,Bàn phím,RGB 4 Zone
24,Tản nhiệt,2 quạt
24,Chuẩn LAN,Killer™ Ethernet E2600
24,Chuẩn WIFI,Wi-Fi 6E 802.11AX (2x2)
24,Bluetooth,Bluetooth® 5.2
24,Webcam,720p HD video at 30 fps with Temporal Noise Reduction
24,Hệ điều hành,Windows 11 Home Single Language
24,Pin,4 Cell 57WHr
24,Trọng lượng,2.5 kg
24,Màu sắc,Obsidian black
24,Chất liệu,"Cover A, B, C, D: nhựa cứng Polycarbonate"
24,Kích thước,360.4 x 271.09 x 25.9~26.9 (mm)
